order_item_id,order_id,product_id,quantity,unit_price
OI0000122,O000091,P0060,1,3163.67
OI0000123,O000091,P0030,1,4634.32
OI0000124,O000092,P0089,1,4766.38
OI0000125,O000093,P0067,1,2369.5
OI0000126,O000093,P0035,1,1273.89
OI0000127,O000094,P0074,1,4931.05
OI0000128,O000094,P0085,1,1179.43
OI0000129,O000095,P0005,1,3740.83
OI0000130,O000096,P0029,2,4312.22
OI0000131,O000098,P0072,1,2140.07
OI0000132,O000099,P0036,2,3891.52
OI0000133,O000100,P0052,1,3079.4
OI0000134,O000101,P0080,1,2306.39
OI0000135,O000102,P0002,1,909.73
OI0000136,O000102,P0068,2,2258.08
OI0000137,O000102,P0025,1,604.12
OI0000138,O000103,P0066,1,5051.41
OI0000139,O000104,P0045,1,4577.67
OI0000140,O000105,P0090,2,1694.41
OI0000141,O000106,P0088,1,2608.44
OI0000142,O000106,P0085,1,1152.26
OI0000143,O000107,P0038,1,2108.9
OI0000144,O000108,P0034,1,2755.88
OI0000145,O000109,P0051,2,2180.9
OI0000146,O000109,P0057,1,2014.06
OI0000147,O000110,P0058,1,1439.65
OI0000148,O000110,P0086,2,1278.62
OI0000149,O000111,P0014,1,2925.05
OI0000150,O000111,P0062,1,1302.43
OI0000151,O000112,P0054,2,1467.21
OI0000152,O000113,P0090,1,1664.91
OI0000153,O000113,P0043,1,791.74
OI0000154,O000114,P0085,2,1181.17
OI0000155,O000114,P0043,1,782.63
OI0000156,O000115,P0052,1,3095.91
OI0000157,O000115,P0026,1,4160.33
OI0000158,O000116,P0052,1,3141.76
OI0000159,O000116,P0076,2,2521.72
OI0000160,O000117,P0092,1,2067.31
OI0000161,O000119,P0093,1,2360.46
OI0000162,O000120,P0071,1,1251.37
OI0000163,O000121,P0039,1,3027.22
OI0000164,O000122,P0079,1,3945.08
OI0000165,O000122,P0071,2,1277.47
OI0000166,O000123,P0001,1,1187.4
OI0000167,O000124,P0006,3,4393.33
OI0000168,O000124,P0095,1,1595.57
OI0000169,O000126,P0049,1,3158.47
OI0000170,O000127,P0019,1,1822.17
OI0000171,O000128,P0036,1,3924.05
OI0000172,O000129,P0070,1,3596.19
OI0000173,O000130,P0050,1,4446.12
OI0000174,O000131,P0064,2,1076.95
OI0000175,O000132,P0091,1,1193.09
OI0000176,O000132,P0075,1,2591.59
OI0000177,O000133,P0096,1,1488.17
OI0000178,O000134,P0040,2,3464.91
OI0000179,O000134,P0077,1,1732.59
OI0000180,O000135,P0073,1,3626.79
OI0000181,O000136,P0096,1,1501.18
OI0000182,O000136,P0008,1,4566.41
OI0000183,O000137,P0055,1,1505.54
OI0000184,O000138,P0035,1,1234.35
OI0000185,O000138,P0079,1,3911.93
OI0000186,O000138,P0020,1,2374.0
OI0000187,O000139,P0053,2,5742.85
OI0000188,O000139,P0089,1,4758.83
OI0000189,O000139,P0019,2,1749.16
OI0000190,O000140,P0026,1,4152.01
OI0000191,O000141,P0049,1,3122.37
OI0000192,O000142,P0087,3,2282.44
OI0000193,O000144,P0042,1,3771.67
OI0000194,O000144,P0066,2,5121.57
OI0000195,O000145,P0079,3,3930.99
OI0000196,O000145,P0034,1,2811.83
OI0000197,O000145,P0016,1,1607.76
OI0000198,O000147,P0091,1,1210.77
OI0000199,O000148,P0050,1,4522.64
OI0000200,O000148,P0093,1,2310.07
OI0000201,O000149,P0068,1,2251.67
OI0000202,O000150,P0010,1,1438.56
OI0000203,O000151,P0077,1,1742.78
OI0000204,O000152,P0088,1,2612.99
OI0000205,O000152,P0036,1,3905.45
OI0000206,O000153,P0032,2,1833.04
OI0000207,O000154,P0038,1,2164.45
OI0000208,O000154,P0002,1,893.82
OI0000209,O000155,P0037,2,1663.2
OI0000210,O000156,P0062,1,1332.83
OI0000211,O000157,P0080,2,2266.81
OI0000212,O000158,P0010,1,1391.66
OI0000213,O000159,P0080,1,2291.73
OI0000214,O000161,P0032,2,1879.78
OI0000215,O000162,P0050,1,4493.27
OI0000216,O000162,P0087,1,2234.0
OI0000217,O000162,P0063,1,3399.1
OI0000218,O000163,P0086,1,1311.96
OI0000219,O000164,P0011,1,2783.3
OI0000220,O000165,P0092,1,2139.47
OI0000221,O000165,P0022,2,649.19
OI0000222,O000166,P0044,1,3452.77
OI0000223,O000166,P0027,1,2174.76
OI0000224,O000167,P0061,2,3180.81
OI0000225,O000168,P0069,2,3491.74
OI0000226,O000169,P0053,1,5727.1
OI0000227,O000170,P0054,1,1466.71
OI0000228,O000171,P0001,1,1136.51
OI0000229,O000172,P0008,1,4596.51
OI0000230,O000173,P0035,1,1262.91
OI0000231,O000174,P0065,1,879.65
OI0000232,O000175,P0011,1,2712.51
OI0000233,O000175,P0086,1,1331.53
OI0000234,O000176,P0041,1,1542.24
OI0000235,O000176,P0035,1,1259.32
OI0000236,O000177,P0066,1,5086.94
OI0000237,O000177,P0019,1,1808.69
OI0000238,O000178,P0075,1,2593.83
OI0000239,O000179,P0075,1,2526.86
OI0000240,O000180,P0045,1,4712.4
OI0000241,O000181,P0034,2,2758.69
OI0000242,O000181,P0009,1,3026.65
OI0000243,O000182,P0049,1,3173.27
OI0000244,O000183,P0006,1,4300.97
OI0000245,O000183,P0059,2,3199.29
OI0000246,O000185,P0052,1,3078.72
OI0000247,O000186,P0013,1,1820.09
OI0000248,O000187,P0087,3,2242.47
OI0000249,O000187,P0078,1,3457.5
OI0000250,O000188,P0025,1,606.49
OI0000251,O000189,P0001,1,1181.34
OI0000252,O000191,P0093,1,2346.2
OI0000253,O000192,P0084,1,1379.78
OI0000254,O000193,P0012,2,818.66
OI0000255,O000194,P0075,2,2610.41
OI0000256,O000195,P0090,1,1669.62
OI0000257,O000195,P0061,1,3134.21
OI0000258,O000195,P0051,1,2210.62
OI0000259,O000196,P0049,1,3216.62
OI0000260,O000196,P0076,1,2521.43
OI0000261,O000198,P0015,1,3845.64
OI0000262,O000199,P0039,1,2987.1
OI0000263,O000200,P0030,1,4520.17
OI0000264,O000201,P0011,1,2806.16
OI0000265,O000202,P0083,2,4793.54
OI0000266,O000204,P0040,1,3576.34
OI0000267,O000206,P0073,2,3655.26
OI0000268,O000206,P0084,1,1339.84
OI0000269,O000206,P0012,1,810.52
OI0000270,O000207,P0083,1,4763.33
OI0000271,O000208,P0012,2,824.31
OI0000272,O000208,P0018,2,3675.03
OI0000273,O000209,P0076,1,2484.56
OI0000274,O000210,P0066,1,5159.16
OI0000275,O000210,P0009,3,3062.77
OI0000276,O000211,P0014,3,2845.69
OI0000277,O000211,P0052,1,3088.69
OI0000278,O000213,P0010,2,1407.76
OI0000279,O000213,P0090,1,1716.59
OI0000280,O000214,P0025,1,603.38
OI0000281,O000216,P0057,1,2067.07
OI0000282,O000216,P0071,2,1286.54
OI0000283,O000216,P0008,1,4761.98
OI0000284,O000217,P0045,1,4694.38
OI0000285,O000217,P0075,1,2518.23
OI0000286,O000218,P0042,2,3751.69
OI0000287,O000218,P0002,3,874.67
OI0000288,O000219,P0071,1,1258.07
OI0000289,O000220,P0060,1,3147.14
OI0000290,O000220,P0072,1,2177.46
OI0000291,O000221,P0083,1,4796.06
OI0000292,O000222,P0093,1,2303.06
OI0000293,O000223,P0070,1,3570.21
OI0000294,O000223,P0035,1,1272.21
OI0000295,O000224,P0034,1,2826.43
OI0000296,O000226,P0011,1,2806.32
OI0000297,O000226,P0010,1,1418.43
OI0000298,O000226,P0066,2,5119.77
OI0000299,O000227,P0035,1,1269.8
OI0000300,O000228,P0008,3,4653.18
OI0000301,O000228,P0007,2,2388.1
OI0000302,O000230,P0074,1,4897.08
OI0000303,O000230,P0085,1,1144.01
OI0000304,O000230,P0015,1,3889.87
OI0000305,O000231,P0038,1,2096.07
OI0000306,O000232,P0072,2,2168.31
OI0000307,O000232,P0039,1,2987.51
OI0000308,O000233,P0023,1,1499.73
OI0000309,O000233,P0081,1,2264.67
OI0000310,O000233,P0050,2,4472.02
OI0000311,O000234,P0037,2,1706.6
OI0000312,O000235,P0001,1,1177.89
OI0000313,O000236,P0026,1,4327.38
OI0000314,O000236,P0006,2,4324.59
OI0000315,O000237,P0049,1,3229.7
OI0000316,O000238,P0014,1,2932.94
OI0000317,O000239,P0043,1,818.11
OI0000318,O000239,P0030,1,4666.49
OI0000319,O000239,P0054,1,1459.51
OI0000320,O000240,P0082,1,1613.7
OI0000321,O000240,P0074,1,4918.26
OI0000322,O000241,P0006,1,4435.25
OI0000323,O000242,P0010,1,1400.39
OI0000324,O000242,P0081,1,2230.21
OI0000325,O000243,P0051,2,2167.22
OI0000326,O000243,P0011,1,2704.5
OI0000327,O000244,P0036,1,3991.49
OI0000328,O000245,P0043,3,807.76
OI0000329,O000246,P0003,1,2464.39
OI0000330,O000246,P0047,1,2938.17
OI0000331,O000247,P0064,2,1047.38
OI0000332,O000247,P0008,1,4571.98
OI0000333,O000248,P0086,2,1283.82
OI0000334,O000248,P0060,3,3195.96
OI0000335,O000249,P0032,1,1871.99
OI0000336,O000249,P0055,1,1502.8
OI0000337,O000250,P0058,2,1451.31
OI0000338,O000251,P0046,2,2446.04
OI0000339,O000252,P0028,1,3079.39
OI0000340,O000253,P0089,1,4832.29
OI0000341,O000253,P0059,1,3151.64
OI0000342,O000254,P0029,3,4142.35
OI0000343,O000254,P0089,1,4878.53
OI0000344,O000255,P0080,1,2233.73
OI0000345,O000255,P0029,1,4118.11
OI0000346,O000256,P0009,1,3119.59
OI0000347,O000257,P0056,1,565.81
OI0000348,O000257,P0095,1,1654.46
OI0000349,O000258,P0061,2,3220.23
OI0000350,O000258,P0078,1,3418.84
OI0000351,O000259,P0081,1,2197.0
OI0000352,O000259,P0094,1,2901.69
OI0000353,O000259,P0084,1,1323.75
OI0000354,O000260,P0074,1,4897.86
OI0000355,O000260,P0002,1,883.71
OI0000356,O000261,P0084,1,1366.23
OI0000357,O000261,P0025,1,628.4
OI0000358,O000262,P0044,1,3312.29
OI0000359,O000263,P0009,2,3076.34
OI0000360,O000263,P0005,1,3872.99
OI0000361,O000264,P0020,1,2443.57
OI0000362,O000265,P0050,1,4620.48
OI0000363,O000266,P0080,2,2271.19
OI0000364,O000267,P0065,1,903.82
OI0000365,O000269,P0032,2,1823.08
OI0000366,O000269,P0017,1,4021.68
OI0000367,O000270,P0068,2,2235.76
OI0000368,O000271,P0060,1,3190.31
OI0000369,O000272,P0075,1,2572.52
OI0000370,O000273,P0089,1,4873.96
OI0000371,O000274,P0020,1,2456.02
OI0000372,O000276,P0005,3,3829.56
OI0000373,O000276,P0056,1,554.32
OI0000374,O000277,P0044,1,3326.6
OI0000375,O000278,P0037,2,1667.73
OI0000376,O000278,P0065,1,907.07
OI0000377,O000278,P0094,1,2894.74
OI0000378,O000279,P0013,1,1812.2
OI0000379,O000280,P0023,1,1524.16
OI0000380,O000281,P0092,1,2130.92
OI0000381,O000282,P0024,1,2944.25
OI0000382,O000282,P0068,1,2198.73
OI0000383,O000283,P0071,1,1284.11
OI0000384,O000283,P0018,2,3695.72
OI0000385,O000284,P0094,3,2937.05
OI0000386,O000285,P0027,2,2145.2
OI0000387,O000286,P0088,1,2628.99
OI0000388,O000286,P0043,2,802.59
OI0000389,O000288,P0033,3,1358.74
OI0000390,O000288,P0060,2,3119.7
OI0000391,O000290,P0092,2,2093.26
OI0000392,O000291,P0059,3,3208.95
OI0000393,O000291,P0075,1,2594.6
OI0000394,O000292,P0009,2,3021.46
OI0000395,O000292,P0015,1,3859.0
OI0000396,O000292,P0084,1,1352.39
OI0000397,O000293,P0096,1,1467.98
OI0000398,O000294,P0082,2,1566.0
OI0000399,O000294,P0079,2,3932.21
OI0000400,O000295,P0045,1,4639.63
OI0000401,O000296,P0096,1,1492.53
OI0000402,O000296,P0061,2,3185.63
OI0000403,O000297,P0013,2,1802.71
OI0000404,O000298,P0052,1,3121.56
OI0000405,O000298,P0077,2,1770.49
OI0000406,O000299,P0039,1,3058.38
OI0000407,O000300,P0088,1,2565.98
OI0000408,O000300,P0033,1,1353.6
OI0000409,O000301,P0040,1,3549.34
OI0000410,O000301,P0051,1,2220.42
OI0000411,O000302,P0014,2,2849.79
OI0000412,O000303,P0040,2,3545.59
OI0000413,O000303,P0080,1,2209.49
OI0000414,O000304,P0013,1,1807.6
OI0000415,O000304,P0087,1,2312.61
OI0000416,O000304,P0046,2,2423.59
OI0000417,O000305,P0024,1,2971.96
OI0000418,O000305,P0046,1,2470.19
OI0000419,O000306,P0075,1,2599.9
OI0000420,O000306,P0003,1,2467.53
OI0000421,O000307,P0048,1,1933.81
OI0000422,O000307,P0019,1,1805.11
OI0000423,O000308,P0066,1,5160.73
OI0000424,O000308,P0082,1,1627.92
OI0000425,O000309,P0095,1,1602.01
OI0000426,O000309,P0081,1,2176.68
OI0000427,O000310,P0034,1,2828.89
OI0000428,O000312,P0083,1,4741.48
OI0000429,O000313,P0049,3,3103.22
OI0000430,O000313,P0033,1,1347.13
OI0000431,O000315,P0082,2,1556.48
OI0000432,O000318,P0029,1,4308.66
OI0000433,O000318,P0053,1,5661.52
OI0000434,O000319,P0073,1,3636.02
OI0000435,O000320,P0023,1,1479.96
OI0000436,O000321,P0014,1,2830.05
OI0000437,O000321,P0005,1,3818.62
OI0000438,O000321,P0065,1,889.61
OI0000439,O000322,P0070,1,3635.7
OI0000440,O000322,P0040,1,3463.82
OI0000441,O000323,P0078,2,3470.6
OI0000442,O000324,P0074,2,4933.45
OI0000443,O000326,P0064,1,1026.95
OI0000444,O000326,P0088,2,2584.88
OI0000445,O000327,P0066,1,5162.36
OI0000446,O000327,P0077,1,1744.69
OI0000447,O000329,P0035,1,1250.46
OI0000448,O000329,P0060,3,3168.57
OI0000449,O000330,P0045,2,4536.88
OI0000450,O000330,P0088,1,2606.24
OI0000451,O000330,P0068,1,2274.19
OI0000452,O000332,P0018,1,3667.24
OI0000453,O000332,P0093,1,2256.42
OI0000454,O000333,P0013,1,1803.35
OI0000455,O000334,P0085,1,1164.91
OI0000456,O000334,P0049,1,3246.89
OI0000457,O000335,P0070,2,3621.66
OI0000458,O000335,P0045,1,4720.8
OI0000459,O000336,P0066,2,4927.6
OI0000460,O000337,P0029,2,4124.17
OI0000461,O000338,P0091,1,1208.67
OI0000462,O000339,P0079,1,4020.35
OI0000463,O000340,P0005,2,3794.72
OI0000464,O000341,P0073,1,3751.17
OI0000465,O000341,P0038,2,2078.12
OI0000466,O000342,P0073,1,3622.68
OI0000467,O000343,P0002,1,894.58
OI0000468,O000343,P0068,1,2271.7
OI0000469,O000344,P0080,1,2214.09
OI0000470,O000344,P0078,1,3359.42
OI0000471,O000345,P0009,2,3012.9
OI0000472,O000346,P0081,1,2158.54
OI0000473,O000346,P0047,1,2951.33
OI0000474,O000347,P0007,1,2421.31
OI0000475,O000348,P0048,1,1910.57
OI0000476,O000349,P0051,1,2137.02
OI0000477,O000349,P0092,2,2096.8
OI0000478,O000351,P0060,3,3132.28
OI0000479,O000352,P0016,1,1638.47
OI0000480,O000352,P0026,1,4331.71
OI0000481,O000353,P0040,1,3453.69
OI0000482,O000355,P0024,1,3004.6
OI0000483,O000356,P0018,1,3657.21
OI0000484,O000356,P0003,1,2466.37
OI0000485,O000356,P0007,1,2440.83
OI0000486,O000357,P0053,1,5558.92
OI0000487,O000358,P0092,1,2142.11
OI0000488,O000360,P0031,3,1937.15
OI0000489,O000360,P0043,1,791.69
OI0000490,O000361,P0015,1,3907.1
OI0000491,O000362,P0086,1,1319.21
OI0000492,O000363,P0077,2,1701.68
OI0000493,O000363,P0093,2,2312.69
OI0000494,O000364,P0007,2,2472.73
OI0000495,O000364,P0043,1,790.67
OI0000496,O000364,P0084,1,1327.52
OI0000497,O000365,P0047,1,2956.44
OI0000498,O000366,P0076,1,2562.39
OI0000499,O000367,P0038,2,2066.86
OI0000500,O000368,P0037,1,1687.7
OI0000501,O000369,P0054,3,1492.05
OI0000502,O000370,P0087,1,2323.02
OI0000503,O000370,P0091,1,1195.63
OI0000504,O000371,P0031,1,1858.84
OI0000505,O000372,P0016,1,1620.25
OI0000506,O000374,P0090,1,1680.93
OI0000507,O000375,P0087,1,2288.62
OI0000508,O000376,P0054,3,1484.85
OI0000509,O000377,P0087,1,2262.75
OI0000510,O000377,P0079,1,3885.07
OI0000511,O000378,P0079,1,4063.33
OI0000512,O000379,P0064,1,1076.69
OI0000513,O000379,P0005,2,3799.35
OI0000514,O000379,P0092,2,2147.16
OI0000515,O000380,P0016,1,1606.76
OI0000516,O000380,P0089,2,4842.1
OI0000517,O000382,P0048,1,1889.86
OI0000518,O000384,P0074,1,4762.2
OI0000519,O000385,P0054,1,1513.57
OI0000520,O000386,P0087,1,2224.38
OI0000521,O000387,P0074,1,4771.92
OI0000522,O000388,P0022,1,672.93
OI0000523,O000389,P0080,1,2213.75
OI0000524,O000390,P0016,1,1615.22
OI0000525,O000390,P0008,3,4579.95
OI0000526,O000392,P0020,1,2417.51
OI0000527,O000393,P0050,1,4522.1
OI0000528,O000393,P0029,2,4272.02
OI0000529,O000394,P0015,2,3837.0
OI0000530,O000395,P0008,1,4781.49
OI0000531,O000397,P0096,1,1508.3
OI0000532,O000398,P0040,1,3556.92
OI0000533,O000398,P0060,1,3271.84
OI0000534,O000398,P0090,1,1653.93
OI0000535,O000399,P0042,2,3920.97
OI0000536,O000400,P0059,2,3270.08
OI0000537,O000401,P0092,1,2062.02
OI0000538,O000401,P0056,1,562.03
OI0000539,O000402,P0006,1,4415.28
OI0000540,O000402,P0043,1,817.78
OI0000541,O000403,P0026,1,4345.69
OI0000542,O000403,P0064,2,1052.39
OI0000543,O000404,P0012,1,831.05
OI0000544,O000405,P0078,2,3374.3
OI0000545,O000405,P0050,2,4526.03
OI0000546,O000406,P0051,1,2125.7
OI0000547,O000407,P0037,1,1693.58
OI0000548,O000408,P0037,1,1728.68
OI0000549,O000408,P0059,1,3144.65
OI0000550,O000408,P0010,1,1394.34
OI0000551,O000409,P0020,1,2371.78
OI0000552,O000410,P0003,1,2474.83
OI0000553,O000410,P0055,1,1473.87
OI0000554,O000410,P0079,1,4022.03
OI0000555,O000412,P0063,1,3538.43
OI0000556,O000413,P0012,1,808.52
OI0000557,O000413,P0093,1,2354.9
OI0000558,O000414,P0079,1,4034.54
OI0000559,O000414,P0041,2,1512.01
OI0000560,O000414,P0054,2,1479.8
OI0000561,O000415,P0039,1,2996.41
OI0000562,O000416,P0069,1,3537.82
OI0000563,O000416,P0081,1,2162.36
OI0000564,O000417,P0010,1,1451.64
OI0000565,O000418,P0013,1,1745.3
OI0000566,O000419,P0076,1,2474.24
OI0000567,O000420,P0039,1,2992.21
OI0000568,O000421,P0021,1,2321.96
OI0000569,O000421,P0004,3,5502.73
OI0000570,O000422,P0010,2,1430.64
OI0000571,O000422,P0038,1,2115.17
OI0000572,O000423,P0010,1,1419.36
OI0000573,O000424,P0041,1,1557.17
OI0000574,O000424,P0019,2,1804.48
OI0000575,O000425,P0007,1,2447.2
OI0000576,O000426,P0004,2,5536.76
OI0000577,O000427,P0037,1,1727.5
OI0000578,O000428,P0053,1,5682.15
OI0000579,O000428,P0068,1,2250.13
OI0000580,O000429,P0048,1,1941.0
OI0000581,O000430,P0039,1,2999.11
OI0000582,O000431,P0055,2,1519.38
OI0000583,O000432,P0056,1,571.76
OI0000584,O000435,P0008,1,4665.95
OI0000585,O000435,P0049,1,3212.47
OI0000586,O000435,P0029,1,4282.26
OI0000587,O000436,P0022,1,665.79
OI0000588,O000436,P0096,1,1497.4
OI0000589,O000437,P0084,2,1368.74
OI0000590,O000438,P0082,1,1606.18
OI0000591,O000438,P0002,1,893.44
OI0000592,O000438,P0047,1,2908.96
OI0000593,O000439,P0070,1,3635.6
OI0000594,O000440,P0029,1,4300.42
OI0000595,O000441,P0066,2,5105.44
OI0000596,O000441,P0007,1,2440.22
OI0000597,O000441,P0052,1,3052.5
OI0000598,O000442,P0052,1,3023.13
OI0000599,O000443,P0024,1,3025.57
OI0000600,O000444,P0063,1,3545.48
OI0000601,O000445,P0016,1,1585.04
OI0000602,O000446,P0086,2,1293.33
OI0000603,O000446,P0090,1,1698.48
OI0000604,O000449,P0019,1,1822.89
OI0000605,O000449,P0068,1,2236.38
OI0000606,O000449,P0018,1,3757.28
OI0000607,O000450,P0003,1,2372.29
OI0000608,O000452,P0044,1,3344.38
OI0000609,O000452,P0031,1,1879.63
OI0000610,O000453,P0045,1,4625.53
OI0000611,O000453,P0004,1,5642.13
OI0000612,O000454,P0059,1,3281.92
OI0000613,O000455,P0001,1,1180.62
OI0000614,O000456,P0005,1,3872.98
OI0000615,O000457,P0093,1,2353.04
OI0000616,O000457,P0014,2,2857.69
OI0000617,O000458,P0084,1,1374.19
OI0000618,O000459,P0029,1,4133.64
OI0000619,O000460,P0002,1,900.76
OI0000620,O000460,P0032,1,1893.4
OI0000621,O000461,P0048,2,1918.47
OI0000622,O000462,P0085,1,1129.21
OI0000623,O000463,P0008,1,4759.12
OI0000624,O000464,P0051,1,2151.02
OI0000625,O000465,P0002,1,883.79
OI0000626,O000466,P0091,1,1181.91
OI0000627,O000467,P0019,2,1821.85
OI0000628,O000469,P0042,1,3829.52
OI0000629,O000469,P0081,1,2161.14
OI0000630,O000470,P0010,1,1386.93
OI0000631,O000471,P0026,1,4348.65
OI0000632,O000471,P0053,1,5587.31
OI0000633,O000472,P0001,1,1170.01
OI0000634,O000472,P0082,1,1570.79
OI0000635,O000473,P0096,2,1504.51
OI0000636,O000473,P0003,1,2385.38
OI0000637,O000473,P0064,1,1041.04
OI0000638,O000474,P0040,1,3507.3
OI0000639,O000475,P0054,1,1505.66
OI0000640,O000476,P0001,1,1140.02
OI0000641,O000476,P0093,1,2360.21
OI0000642,O000476,P0006,1,4384.19
OI0000643,O000477,P0060,2,3195.26
OI0000644,O000477,P0029,3,4221.35
OI0000645,O000478,P0086,1,1277.68
OI0000646,O000479,P0039,1,3117.38
OI0000647,O000480,P0010,2,1416.69
OI0000648,O000480,P0060,1,3217.35
OI0000649,O000481,P0003,1,2423.32
OI0000650,O000482,P0041,1,1570.93
OI0000651,O000482,P0030,2,4658.73
OI0000652,O000483,P0050,1,4514.82
OI0000653,O000484,P0027,2,2212.99
OI0000654,O000484,P0078,1,3382.34
OI0000655,O000485,P0092,2,2157.73
OI0000656,O000486,P0018,1,3669.31
OI0000657,O000487,P0031,1,1921.45
OI0000658,O000487,P0028,1,3111.59
OI0000659,O000488,P0048,1,1887.08
OI0000660,O000490,P0034,1,2736.56
OI0000661,O000491,P0006,1,4456.32
OI0000662,O000492,P0057,1,2056.22
OI0000663,O000493,P0034,1,2769.71
OI0000664,O000495,P0084,1,1325.45
OI0000665,O000496,P0091,2,1224.56
OI0000666,O000496,P0066,1,5081.09
